id,location,text
8.56E+17,South Africa,RT @GrowAwaySA: @dalli_weyers @Swannie1 @helenzille @CarlaKatjie @doronisaacs @ReclaimCT @TshepoTMotsepe @ZackieAchmat @ShuaibManjra @daily_Ñ_
8.56E+17,South Africa,RT @GrowAwaySA: @dalli_weyers @Swannie1 @helenzille @CarlaKatjie @doronisaacs @ReclaimCT @TshepoTMotsepe @ZackieAchmat @ShuaibManjra @daily_Ñ_
8.56E+17,Johannesburg,RT @GrowAwaySA: @dalli_weyers @Swannie1 @helenzille @CarlaKatjie @doronisaacs @ReclaimCT @TshepoTMotsepe @ZackieAchmat @ShuaibManjra @daily_Ñ_
8.56E+17,Johannesburg,RT @GrowAwaySA: @dalli_weyers @Swannie1 @helenzille @CarlaKatjie @doronisaacs @ReclaimCT @TshepoTMotsepe @ZackieAchmat @ShuaibManjra @daily_Ñ_
8.56E+17,Johannesburg,RT @GrowAwaySA: @dalli_weyers @Swannie1 @helenzille @CarlaKatjie @doronisaacs @ReclaimCT @TshepoTMotsepe @ZackieAchmat @ShuaibManjra @daily_Ñ_
8.56E+17,Johannesburg,RT @GrowAwaySA: @dalli_weyers @Swannie1 @helenzille @CarlaKatjie @doronisaacs @ReclaimCT @TshepoTMotsepe @ZackieAchmat @ShuaibManjra @daily_Ñ_
8.56E+17,Johannesburg,RT @GrowAwaySA: @dalli_weyers @Swannie1 @helenzille @CarlaKatjie @doronisaacs @ReclaimCT @TshepoTMotsepe @ZackieAchmat @ShuaibManjra @daily_Ñ_
8.56E+17,Johannesburg,RT @GrowAwaySA: @dalli_weyers @Swannie1 @helenzille @CarlaKatjie @doronisaacs @ReclaimCT @TshepoTMotsepe @ZackieAchmat @ShuaibManjra @daily_Ñ_
8.56E+17,"Western Cape, South Africa",@ReclaimCT take note https://t.co/tBrvaYFOkB
8.56E+17,"Western Cape, South Africa",@ReclaimCT take note https://t.co/tBrvaYFOkB
8.56E+17,"Western Cape, South Africa",@ReclaimCT take note https://t.co/tBrvaYFOkB
8.56E+17,"Western Cape, South Africa",@ReclaimCT take note https://t.co/tBrvaYFOkB
8.57E+17,South Africa,"Respect to Reclaim the City#endevictions#stoprelocationcamps#stopviolentgentrification... https://t.co/SRJa8s2xeB"
8.57E+17,South Africa,"Respect to Reclaim the City#endevictions#stoprelocationcamps#stopviolentgentrification... https://t.co/SRJa8s2xeB"
8.57E+17,Cape Town,The importance of planning for density. Read our latest website story... https://t.co/QwuIUDbqg4 @ReclaimCT @urbanjodi @CapeTownCCID
8.57E+17,Cape Town,The importance of planning for density. Read our latest website story... https://t.co/QwuIUDbqg4 @ReclaimCT @urbanjodi @CapeTownCCID
8.57E+17,Cape Town,The importance of planning for density. Read our latest website story... https://t.co/QwuIUDbqg4 @ReclaimCT @urbanjodi @CapeTownCCID
8.57E+17,Cape Town,The importance of planning for density. Read our latest website story... https://t.co/QwuIUDbqg4 @ReclaimCT @urbanjodi @CapeTownCCID
8.57E+17,Cape Town,@kenton_card @psunascc @CritPlanning @pcityradical Have a look at @ReclaimCT Cape Town has occupied 2 prime pieces_Ñ_ https://t.co/5pdT7u1HeG
8.57E+17,Cape Town,@kenton_card @psunascc @CritPlanning @pcityradical Have a look at @ReclaimCT Cape Town has occupied 2 prime pieces_Ñ_ https://t.co/5pdT7u1HeG
8.57E+17,Cape Town,@kiangoh See @ReclaimCT Cape Town movement has occupied 2 prime pieces of state owned land. Fund raising for_Ñ_ https://t.co/46FVGIgcqs
8.57E+17,Cape Town,@kiangoh See @ReclaimCT Cape Town movement has occupied 2 prime pieces of state owned land. Fund raising for_Ñ_ https://t.co/46FVGIgcqs
8.57E+17,Cape Town,@sbg_arch See @ReclaimCT Cape Town movement has occupied 2 prime pieces of state owned land. Fund raising for_Ñ_ https://t.co/DfPVMIN7CP
8.57E+17,Cape Town,@sbg_arch See @ReclaimCT Cape Town movement has occupied 2 prime pieces of state owned land. Fund raising for_Ñ_ https://t.co/DfPVMIN7CP
8.57E+17,Cape Town,1 of 2 @OccupyWallSt @OccupyWallSt @OccupyLondon @OccupyLA @OccupyLA @OccupyMovement movement 4 affordable housing in Cape Town @ReclaimCT
8.57E+17,Cape Town,1 of 2 @OccupyWallSt @OccupyWallSt @OccupyLondon @OccupyLA @OccupyLA @OccupyMovement movement 4 affordable housing in Cape Town @ReclaimCT
8.57E+17,Cape Town,.@OccupyWallSt @OccupyLondon @OccupyLA @OccupyMovement @ReclaimCT 2 of 2 occupied 2 prime pieces state land &amp; raisi_Ñ_ https://t.co/6c6o3eUZpU
8.57E+17,Cape Town,.@OccupyWallSt @OccupyLondon @OccupyLA @OccupyMovement @ReclaimCT 2 of 2 occupied 2 prime pieces state land &amp; raisi_Ñ_ https://t.co/6c6o3eUZpU
8.57E+17,Cape Town,.@OccupyWallSt @OccupyLondon @OccupyLA @OccupyMovement @ReclaimCT 2 of 2 occupied 2 prime pieces state land &amp; raisi_Ñ_ https://t.co/6c6o3eUZpU
8.57E+17,Cape Town,.@OccupyWallSt @OccupyLondon @OccupyLA @OccupyMovement @ReclaimCT 2 of 2 occupied 2 prime pieces state land &amp; raisi_Ñ_ https://t.co/6c6o3eUZpU
8.57E+17,Cape Town,.@OccupyWallSt @OccupyLondon @OccupyLA @OccupyMovement @ReclaimCT 2 of 2 occupied 2 prime pieces state land &amp; raisi_Ñ_ https://t.co/6c6o3eUZpU
8.57E+17,Cape Town,.@OccupyWallSt @OccupyLondon @OccupyLA @OccupyMovement @ReclaimCT 2 of 2 occupied 2 prime pieces state land &amp; raisi_Ñ_ https://t.co/6c6o3eUZpU
8.57E+17,Cape Town,.@OccupyWallSt @OccupyLondon @OccupyLA @OccupyMovement @ReclaimCT 2 of 2 occupied 2 prime pieces state land &amp; raisi_Ñ_ https://t.co/6c6o3eUZpU
8.57E+17,Cape Town,.@OccupyWallSt @OccupyLondon @OccupyLA @OccupyMovement @ReclaimCT 2 of 2 occupied 2 prime pieces state land &amp; raisi_Ñ_ https://t.co/6c6o3eUZpU
8.57E+17,Cape Town,.@OccupyWallSt @OccupyLondon @OccupyLA @OccupyMovement @ReclaimCT 2 of 2 occupied 2 prime pieces state land &amp; raisi_Ñ_ https://t.co/6c6o3eUZpU
8.57E+17,Cape Town,.@OccupyWallSt @OccupyLondon @OccupyLA @OccupyMovement @ReclaimCT 2 of 2 occupied 2 prime pieces state land &amp; raisi_Ñ_ https://t.co/6c6o3eUZpU
8.57E+17,"Johannesburg, South Africa",What Exactly Is _ÑÉSpatial Apartheid_Ñé And Why Is It Still Relevant In 2017?  https://t.co/lHPg8BOGqU
8.57E+17,"Johannesburg, South Africa",What Exactly Is _ÑÉSpatial Apartheid_Ñé And Why Is It Still Relevant In 2017?  https://t.co/lHPg8BOGqU
8.57E+17,"Green Point, Cape Town",@dailymaverick Zille says #Tafelberg doesn't have scale yet declares Helen Bowden does. SAME SIZE ERF.
8.57E+17,"Green Point, Cape Town",@dailymaverick Zille says #Tafelberg doesn't have scale yet declares Helen Bowden does. SAME SIZE ERF.
8.57E+17,"Green Point, Cape Town",@verydenjurus @helenzille @dailymaverick Sure. Which is why #Tafelberg and parts of BLMEP are rental units. But they n.e.v.e.r h.a.p.p.e.n
8.57E+17,"Green Point, Cape Town",@verydenjurus @helenzille @dailymaverick I don't follow. The WCG plan is to sell #Tafelberg. ReclaimCT plan was to use it (ie not lose it).
8.57E+17,"Cape Town, South Africa","""We want to put an end to the exclusion of working class and poor people from the city"" @ReclaimCT"
8.57E+17,"Cape Town, South Africa","""The strategy of the occupation mvt is peaceful &amp; we will continue to use this strategy in the battle against housing racism"" @ReclaimCT"
8.57E+17,"Cape Town, South Africa","RT @DomBro90: ""We want to put an end to the exclusion of working class and poor people from the city"" @ReclaimCT"
8.57E+17,"Cape Town, South Africa","RT @DomBro90: ""We want to put an end to the exclusion of working class and poor people from the city"" @ReclaimCT"
8.57E+17,"Cape Town, South Africa",RT @ReclaimCT: A new low for @helenzille today accusing this movement of being racist and even antisemitic _ªé† scraping the barrel https://t._Ñ_
8.57E+17,"Cape Town, South Africa",RT @ReclaimCT: A new low for @helenzille today accusing this movement of being racist and even antisemitic _ªé† scraping the barrel https://t._Ñ_
8.57E+17,"Cape Town, South Africa",RT @crap_maximus: @GavinSilber @ReclaimCT @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat @TshepoTMotsepe @Xila_Noty_Ñ_
8.57E+17,"Cape Town, South Africa",RT @crap_maximus: @GavinSilber @ReclaimCT @Tshisimani @thedailyvox @Julius_S_Malema @SERI_RightsSA @ZackieAchmat @TshepoTMotsepe @Xila_Noty_Ñ_
8.57E+17,South Africa,"The page appears to have been removed. You have the whole of South Africa behind you, reclaim the city! https://t.co/IU16HY4WCw"
8.57E+17,South Africa,"The page appears to have been removed. You have the whole of South Africa behind you, reclaim the city! https://t.co/IU16HY4WCw"
8.57E+17,"Cape Town, South Africa",RT @ZackieAchmat: #UitmetZille #UitMetZuma - as @helenzille speaks to an all white audience @ReclaimCT protests https://t.co/qCxp7giJwW htt_Ñ_
8.57E+17,"Cape Town, South Africa",RT @ZackieAchmat: #UitmetZille #UitMetZuma - as @helenzille speaks to an all white audience @ReclaimCT protests https://t.co/qCxp7giJwW htt_Ñ_
8.57E+17,"Cape Town, South Africa",@ReclaimCT @helenzille She has to protect Israeli interests as her largest party donors are large Israeli companies operating in SA
8.57E+17,"Cape Town, South Africa",@ReclaimCT @helenzille She has to protect Israeli interests as her largest party donors are large Israeli companies operating in SA
8.57E+17,South Africa,RT @SthembisoMedia: What Exactly Is _ÑÉSpatial Apartheid_Ñé And Why Is It Still Relevant In 2017?  https://t.co/lHPg8BOGqU
8.57E+17,South Africa,RT @SthembisoMedia: What Exactly Is _ÑÉSpatial Apartheid_Ñé And Why Is It Still Relevant In 2017?  https://t.co/lHPg8BOGqU
8.57E+17,South Africa,RT @ReclaimCT: A new low for @helenzille today accusing this movement of being racist and even antisemitic _ªé† scraping the barrel https://t._Ñ_
8.57E+17,South Africa,RT @ReclaimCT: A new low for @helenzille today accusing this movement of being racist and even antisemitic _ªé† scraping the barrel https://t._Ñ_
8.57E+17,South Africa,RT @ReclaimCT: A new low for @helenzille today accusing this movement of being racist and even antisemitic _ªé† scraping the barrel https://t._Ñ_
8.57E+17,South Africa,RT @ReclaimCT: A new low for @helenzille today accusing this movement of being racist and even antisemitic _ªé† scraping the barrel https://t._Ñ_
8.57E+17,JHB/CT,RT @ReclaimCT: .@helenzille Here is link https://t.co/TERQHy7xcm
8.57E+17,JHB/CT,RT @ReclaimCT: .@helenzille Here is link https://t.co/TERQHy7xcm
8.57E+17,JHB/CT,@ReclaimCT @helenzille I cant say Im surprised. Its actually dangerous &amp; divisive.And its #holocaustremembrance today. This is unforgivable
8.57E+17,JHB/CT,@ReclaimCT @helenzille I cant say Im surprised. Its actually dangerous &amp; divisive.And its #holocaustremembrance today. This is unforgivable
8.57E+17,Durban,@ReclaimCT She laid it all out cogently in her article so if she's lying point out where .... but you can't can you
8.57E+17,Durban,@ReclaimCT She laid it all out cogently in her article so if she's lying point out where .... but you can't can you
8.57E+17,Durban,@ReclaimCT I think it best you publish a reply to her article where you argue the points she raised - get @dailymaverick to publish
8.57E+17,Durban,@ReclaimCT I think it best you publish a reply to her article where you argue the points she raised - get @dailymaverick to publish
8.57E+17,"Green Point, Cape Town",RT @ReclaimCT: A new low for @helenzille today accusing this movement of being racist and even antisemitic _ªé† scraping the barrel https://t._Ñ_
8.57E+17,"Green Point, Cape Town",RT @ReclaimCT: A new low for @helenzille today accusing this movement of being racist and even antisemitic _ªé† scraping the barrel https://t._Ñ_
8.57E+17,"Cape Town, South Africa",RT @Paul_Kasner: @ReclaimCT @helenzille Sounds like she hit the back of the net  once again. Zille 1: RTC 0. _ªÉù
8.57E+17,"Cape Town, South Africa",RT @Paul_Kasner: @ReclaimCT @helenzille Sounds like she hit the back of the net  once again. Zille 1: RTC 0. _ªÉù
8.57E+17,JHB/CT,RT @ReclaimCT: @h_awkwardly @helenzille It's totally unforgivable https://t.co/qOPRZpbGwc
8.57E+17,JHB/CT,RT @ReclaimCT: @h_awkwardly @helenzille It's totally unforgivable https://t.co/qOPRZpbGwc
8.57E+17,JHB/CT,RT @ReclaimCT: @h_awkwardly @helenzille It's totally unforgivable https://t.co/qOPRZpbGwc
8.57E+17,Johannesburg,RT @ReclaimCT: @helenzille @Elvia52 @dailymaverick In ur deep heart you know this is about political will. You coulda built but sold cause_Ñ_
8.57E+17,"Western Cape, South Africa",@ReclaimCT here you go _ª¥__ªè_ https://t.co/lmwnLSpx5P
8.57E+17,"Western Cape, South Africa",@ReclaimCT here you go _ª¥__ªè_ https://t.co/lmwnLSpx5P
8.57E+17,"Western Cape, South Africa",@ReclaimCT here you go _ª¥__ªè_ https://t.co/lmwnLSpx5P
8.57E+17,"Western Cape, South Africa",@ReclaimCT here you go _ª¥__ªè_ https://t.co/lmwnLSpx5P
8.57E+17,"Western Cape, South Africa",Another fabrication! It seems @ReclaimCT has become a serial distorter of the truth. This tweet simply underscores_Ñ_ https://t.co/5uxAG7Ridx
8.57E+17,"Western Cape, South Africa",Another fabrication! It seems @ReclaimCT has become a serial distorter of the truth. This tweet simply underscores_Ñ_ https://t.co/5uxAG7Ridx
8.57E+17,South Africa,"Cape Town: exclusively reserved?-R135 million Jewish Day school irks Land rights activist group, @ReclaimCT (Catc_Ñ_ https://t.co/uHsXipYY4U"
8.57E+17,South Africa,"Cape Town: exclusively reserved?-R135 million Jewish Day school irks Land rights activist group, @ReclaimCT (Catc_Ñ_ https://t.co/uHsXipYY4U"
8.57E+17,"Cape Town , South Africa",@ReclaimCT @helenzille You get what you deserve.
8.57E+17,"Cape Town , South Africa",@ReclaimCT @helenzille You get what you deserve.
8.57E+17,South Africa ,RT @Paul_Kasner: @ReclaimCT @helenzille Sounds like she hit the back of the net  once again. Zille 1: RTC 0. _ªÉù
8.57E+17,South Africa ,RT @Paul_Kasner: @ReclaimCT @helenzille Sounds like she hit the back of the net  once again. Zille 1: RTC 0. _ªÉù
8.57E+17,South Africa ,RT @Paul_Kasner: @ReclaimCT @helenzille Sounds like she hit the back of the net  once again. Zille 1: RTC 0. _ªÉù
8.57E+17,South Africa ,RT @Paul_Kasner: @ReclaimCT @helenzille Sounds like she hit the back of the net  once again. Zille 1: RTC 0. _ªÉù
8.59E+17,"Cape Town, South Africa",RT @equal_education: A session on Apartheid geography and spatial inequality. https://t.co/L88GMwTPB5
8.59E+17,South Africa,RT @equal_education: A session on Apartheid geography and spatial inequality. https://t.co/L88GMwTPB5
8.59E+17,"Gauteng, South Africa",RT @equal_education: A session on Apartheid geography and spatial inequality. https://t.co/L88GMwTPB5
8.59E+17,From PE; in CPT,RT @equal_education: A session on Apartheid geography and spatial inequality. https://t.co/L88GMwTPB5
8.59E+17,"Cape Town, South Africa",RT @equal_education: A session on Apartheid geography and spatial inequality. https://t.co/L88GMwTPB5
8.59E+17,Pietermaritzburg,RT @equal_education: A session on Apartheid geography and spatial inequality. https://t.co/L88GMwTPB5
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.59E+17,"Khayelitsha, South Africa",RT @GroundUp_News: Khayelitsha meeting calls for Zuma_Ñés dismissal. https://t.co/duH6CNSDN8 @NdifunaUkwazi @sjcoalition @tac
8.56E+17,"Soweto, South Africa",RT @ZackieAchmat: @brettherron @AndiMakinana @RediTlhabi @Eusebius @bargematt @GavinSilber @NdifunaUkwazi @equal_education @pierredevos @pe_Ñ_
8.56E+17,"Soweto, South Africa",RT @ZackieAchmat: @brettherron @AndiMakinana @RediTlhabi @Eusebius @bargematt @GavinSilber @NdifunaUkwazi @equal_education @pierredevos @pe_Ñ_
8.56E+17,"Cape Town, South Africa","Zille's memorial lecture turns into land protest - Sowetan LIVE https://t.co/d0915bdWA7 via @SowetanLIVE#Tafelberg #ReclaimTheCity_Ò__ªè__Ò__ªè__Ò__ªè_"
8.56E+17,"Cape Town, South Africa","Zille's memorial lecture turns into land protest - Sowetan LIVE https://t.co/d0915bdWA7 via @SowetanLIVE#Tafelberg #ReclaimTheCity_Ò__ªè__Ò__ªè__Ò__ªè_"
8.56E+17,South Africa,RT @ReclaimCT: Last night @ReclaimCT went for supper with @helenzille done with the lies and excuses on Tafelberg. Read our demands https:/_Ñ_
8.56E+17,South Africa,RT @ReclaimCT: Last night @ReclaimCT went for supper with @helenzille done with the lies and excuses on Tafelberg. Read our demands https:/_Ñ_
8.56E+17,"Pretoria, South Africa",RT @ReclaimCT: Last night @ReclaimCT went for supper with @helenzille done with the lies and excuses on Tafelberg. Read our demands https:/_Ñ_
8.56E+17,"Pretoria, South Africa",RT @ReclaimCT: Last night @ReclaimCT went for supper with @helenzille done with the lies and excuses on Tafelberg. Read our demands https:/_Ñ_
8.56E+17,South Africa,"Spatial #apartheid, racial and economic segregation continue unabated in #SouthAfrica. Via @thedailyvox https://t.co/rfpPWNBwOx"
8.56E+17,South Africa,"Spatial #apartheid, racial and economic segregation continue unabated in #SouthAfrica. Via @thedailyvox https://t.co/rfpPWNBwOx"
8.56E+17,"Cape Town, South Africa",RT @ReclaimCT: We need your support to sustain and build the occupations at Cissie Gool and Ahmed Kathrada Houses. Please donate to https:/_Ñ_
8.56E+17,"Cape Town, South Africa",RT @ReclaimCT: We need your support to sustain and build the occupations at Cissie Gool and Ahmed Kathrada Houses. Please donate to https:/_Ñ_
8.56E+17,"Cape Town, South Africa",RT @ReclaimCT: We need your support to sustain and build the occupations at Cissie Gool and Ahmed Kathrada Houses. Please donate to https:/_Ñ_
8.56E+17,"Cape Town, South Africa",RT @ReclaimCT: We need your support to sustain and build the occupations at Cissie Gool and Ahmed Kathrada Houses. Please donate to https:/_Ñ_
8.56E+17,South Africa,"RT @Savo_Heleta: Spatial #apartheid, racial and economic segregation continue unabated in #SouthAfrica. Via @thedailyvox https://t.co/rfpPW_Ñ_"
8.56E+17,South Africa,"RT @Savo_Heleta: Spatial #apartheid, racial and economic segregation continue unabated in #SouthAfrica. Via @thedailyvox https://t.co/rfpPW_Ñ_"
8.56E+17,"Pietermaritzburg, South Africa",RT @ReclaimCT: Tonight @ReclaimCT came for supper with @helenzille We done with the lies and excuses on Tafelberg. Read our demands https:/_Ñ_
8.56E+17,"Pietermaritzburg, South Africa",RT @ReclaimCT: Tonight @ReclaimCT came for supper with @helenzille We done with the lies and excuses on Tafelberg. Read our demands https:/_Ñ_
8.56E+17,"Pietermaritzburg, South Africa",@ReclaimCT @helenzille Brilliant! Well done. What a great disruption.
8.56E+17,"Pietermaritzburg, South Africa",@ReclaimCT @helenzille Brilliant! Well done. What a great disruption.
8.56E+17,"Pietermaritzburg, South Africa","RT @ReclaimCT: ""If liberty means anything at all, it means telling people things they don't want to hear"" - @helenzille tonight @ReclaimCT_Ñ_"
8.56E+17,"Pietermaritzburg, South Africa","RT @ReclaimCT: ""If liberty means anything at all, it means telling people things they don't want to hear"" - @helenzille tonight @ReclaimCT_Ñ_"
8.56E+17,"Pietermaritzburg, South Africa",RT @ZackieAchmat: #UitmetZille #UitMetZuma - as @helenzille speaks to an all white audience @ReclaimCT protests https://t.co/qCxp7giJwW htt_Ñ_
8.56E+17,"Pietermaritzburg, South Africa",RT @ZackieAchmat: #UitmetZille #UitMetZuma - as @helenzille speaks to an all white audience @ReclaimCT protests https://t.co/qCxp7giJwW htt_Ñ_
8.56E+17,"Jo'burg, SA","RT @Savo_Heleta: Spatial #apartheid, racial and economic segregation continue unabated in #SouthAfrica. Via @thedailyvox https://t.co/rfpPW_Ñ_"
8.56E+17,Republic of South Africa,"RT @Savo_Heleta: Spatial #apartheid, racial and economic segregation continue unabated in #SouthAfrica. Via @thedailyvox https://t.co/rfpPW_Ñ_"
8.56E+17,"Soweto, South Africa","RT @thedailyvox: How do we envision an inclusive, 21st century, African city? https://t.co/9o6zqjgdW8"
8.56E+17,"Cape Town, South Africa",RT @ZackieAchmat: @brettherron @AndiMakinana @RediTlhabi @Eusebius @bargematt @GavinSilber @NdifunaUkwazi @equal_education @pierredevos @pe_Ñ_
8.56E+17,"Cape Town, South Africa",Fears that boom will entrench spatial inequality. Property price boom https://t.co/cfi8PkPAil via @IOL
8.56E+17,"Gauteng, South Africa","RT @Savo_Heleta: Spatial #apartheid, racial and economic segregation continue unabated in #SouthAfrica. Via @thedailyvox https://t.co/rfpPW_Ñ_"
8.56E+17,"Cape Town, South Africa",@ReclaimCT @GavinSilber @ZackieAchmat https://t.co/kngb2Sz17P
8.56E+17,Cape Town,RT @MattHirsch08: Fears that boom will entrench spatial inequality. Property price boom https://t.co/cfi8PkPAil via @IOL
8.56E+17,"Cape Town, South Africa",RT @MattHirsch08: Fears that boom will entrench spatial inequality. Property price boom https://t.co/cfi8PkPAil via @IOL
8.56E+17,"Cape Town, South Africa",Many hands make resistance work light! Clean up at Cissie Gool House today _ª¥Ô_ªè_Donate to support the occupations_Ñ_ https://t.co/FMkKjqF1Lg
8.56E+17,"Johannesburg, South Africa",RT @ReclaimCT: Many hands make resistance work light! Clean up at Cissie Gool House today _ª¥Ô_ªè_Donate to support the occupations https://t.co/_Ñ_
8.56E+17,"Johannesburg, South Africa",RT @ReclaimCT: Many hands make resistance work light! Clean up at Cissie Gool House today _ª¥Ô_ªè_Donate to support the occupations https://t.co/_Ñ_
8.56E+17,"Johannesburg, South Africa",RT @ReclaimCT: Many hands make resistance work light! Clean up at Cissie Gool House today _ª¥Ô_ªè_Donate to support the occupations https://t.co/_Ñ_
8.56E+17,"Johannesburg, South Africa",RT @ReclaimCT: Many hands make resistance work light! Clean up at Cissie Gool House today _ª¥Ô_ªè_Donate to support the occupations https://t.co/_Ñ_
8.56E+17,South Africa.,RT @ReclaimCT: Many hands make resistance work light! Clean up at Cissie Gool House today _ª¥Ô_ªè_Donate to support the occupations https://t.co/_Ñ_
8.56E+17,Boksbiri duskant Sandton,Ek wens ek kan dai #tafelberg steel @ Blaauwberg Beachfront https://t.co/BJnGnq9Drd
